EquipmentOrderId,Date,ProductName,UnitOfMeasure,Quantity,CostPerItem,Costs,Currency,EmployeeId
EO330417,2015-04-06,Pen,ST,1,0.5,0.5,EUR,E108622
EO330432,2015-04-07,Notepad,ST,2,0.9,1.8,EUR,E107567
EO330446,2015-04-07,Pencil,ST,3,0.2,0.6,EUR,E107598
EO330458,2015-04-07,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107758
EO330476,2015-04-07,Notepad,ST,3,0.9,2.7,EUR,E107784
EO330488,2015-04-07,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107906
EO330498,2015-04-07,Pencil,ST,3,0.2,0.6,EUR,E107982
EO330499,2015-04-07,Notepad,ST,3,0.9,2.7,EUR,E108173
EO330507,2015-04-07,Pencil,ST,4,0.2,0.8,EUR,E108194
EO330517,2015-04-07,Notepad,ST,2,0.9,1.8,EUR,E108238
EO330528,2015-04-07,Paper clips (package),ST,3,4.3,12.89,EUR,E108700
EO330532,2015-04-08,Pen,ST,1,0.5,0.5,EUR,E107615
EO330538,2015-04-08,Pen,ST,1,0.5,0.5,EUR,E107643
EO330538,2015-04-08,Notepad,ST,2,0.9,1.8,EUR,E107747
EO330543,2015-04-08,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107748
EO330561,2015-04-08,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107830
EO330571,2015-04-08,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107941
EO330580,2015-04-08,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108002
EO330597,2015-04-08,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108447
EO330612,2015-04-09,Paper clips (package),ST,4,4.3,17.2,EUR,E107728
EO330614,2015-04-09,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107758
EO330631,2015-04-09,Paper clips (package),ST,3,4.3,12.89,EUR,E107763
EO330648,2015-04-09,Pen,ST,1,0.5,0.5,EUR,E107906
EO330661,2015-04-09,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108340
EO330679,2015-04-09,Paper clips (package),ST,4,4.3,17.2,EUR,E108416
EO330684,2015-04-09,Printer paper,ST,1,1.9,1.9,EUR,E108435
EO330688,2015-04-09,Pen,ST,1,0.5,0.5,EUR,E108474
EO330694,2015-04-09,Printer paper,ST,1,1.9,1.9,EUR,E108689
EO330706,2015-04-10,Pencil,ST,4,0.2,0.8,EUR,E107579
EO330722,2015-04-10,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107639
EO330734,2015-04-10,Notepad,ST,2,0.9,1.8,EUR,E107666
EO330744,2015-04-10,Paper clips (package),ST,3,4.3,12.89,EUR,E107958
EO330749,2015-04-10,Notepad,ST,2,0.9,1.8,EUR,E108081
EO330754,2015-04-10,Pencil,ST,4,0.2,0.8,EUR,E108252
EO330765,2015-04-10,Notepad,ST,3,0.9,2.7,EUR,E108286
EO330781,2015-04-10,Paper clips (package),ST,3,4.3,12.89,EUR,E108447
EO330786,2015-04-10,Notepad,ST,3,0.9,2.7,EUR,E108700
EO330800,2015-04-11,Pencil,ST,3,0.2,0.6,EUR,E107543
EO330811,2015-04-11,Notepad,ST,3,0.9,2.7,EUR,E107653
EO330816,2015-04-11,Pencil,ST,4,0.2,0.8,EUR,E107763
EO330836,2015-04-11,Notepad,ST,3,0.9,2.7,EUR,E107830
EO330855,2015-04-11,Printer paper,ST,1,1.9,1.9,EUR,E107859
EO330859,2015-04-11,Pencil,ST,3,0.2,0.6,EUR,E108313
EO330862,2015-04-11,Paper clips (package),ST,4,4.3,17.2,EUR,E108362
EO330882,2015-04-11,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108445
EO330891,2015-04-11,Paper clips (package),ST,3,4.3,12.89,EUR,E108467
EO330893,2015-04-11,Pencil,ST,3,0.2,0.6,EUR,E108510
EO330909,2015-04-11,Paper clips (package),ST,4,4.3,17.2,EUR,E108559
EO330919,2015-04-12,Notepad,ST,3,0.9,2.7,EUR,E107830
EO330937,2015-04-12,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108101
EO330938,2015-04-12,Paper clips (package),ST,4,4.3,17.2,EUR,E108101
EO330944,2015-04-12,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108427
EO330956,2015-04-12,Paper clips (package),ST,3,4.3,12.89,EUR,E108453
EO330969,2015-04-12,Printer paper,ST,1,1.9,1.9,EUR,E108510
EO330978,2015-04-13,Notepad,ST,3,0.9,2.7,EUR,E107908
EO330996,2015-04-13,Notepad,ST,2,0.9,1.8,EUR,E108060
EO331002,2015-04-13,Notepad,ST,4,0.9,3.6,EUR,E108101
EO331010,2015-04-13,Pencil,ST,3,0.2,0.6,EUR,E108214
EO331021,2015-04-13,Paper clips (package),ST,4,4.3,17.2,EUR,E108233
EO331033,2015-04-13,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108614
EO331047,2015-04-14,Paper clips (package),ST,3,4.3,12.89,EUR,E108379
EO331048,2015-04-14,Pencil,ST,3,0.2,0.6,EUR,E108423
EO331054,2015-04-14,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108445
EO331056,2015-04-15,Notepad,ST,3,0.9,2.7,EUR,E107672
EO331067,2015-04-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107875
EO331073,2015-04-15,Paper clips (package),ST,4,4.3,17.2,EUR,E108262
EO331091,2015-04-15,Notepad,ST,3,0.9,2.7,EUR,E108365
EO331108,2015-04-15,Pencil,ST,4,0.2,0.8,EUR,E108510
EO331126,2015-04-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108564
EO331127,2015-04-16,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107973
EO331131,2015-04-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108346
EO331135,2015-04-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108395
EO331149,2015-04-16,Notepad,ST,4,0.9,3.6,EUR,E108600
EO331158,2015-04-17,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107836
EO331173,2015-04-18,Notepad,ST,2,0.9,1.8,EUR,E107672
EO331181,2015-04-18,Notepad,ST,3,0.9,2.7,EUR,E107747
EO331200,2015-04-18,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108045
EO331208,2015-04-18,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108081
EO331216,2015-04-18,Printer paper,ST,1,1.9,1.9,EUR,E108143
EO331227,2015-04-18,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108219
EO331234,2015-04-18,Pen,ST,1,0.5,0.5,EUR,E108338
EO331254,2015-04-18,Printer paper,ST,1,1.9,1.9,EUR,E108445
EO331273,2015-04-18,Printer paper,ST,1,1.9,1.9,EUR,E108496
EO331277,2015-04-19,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107615
EO331281,2015-04-19,Pen,ST,1,0.5,0.5,EUR,E107652
EO331288,2015-04-19,Printer paper,ST,1,1.9,1.9,EUR,E107918
EO331294,2015-04-19,Notepad,ST,2,0.9,1.8,EUR,E108183
EO331300,2015-04-19,Pencil,ST,3,0.2,0.6,EUR,E108216
EO331302,2015-04-19,Paper clips (package),ST,3,4.3,12.89,EUR,E108487
EO331309,2015-04-20,Paper clips (package),ST,3,4.3,12.89,EUR,E107768
EO331328,2015-04-20,Pencil,ST,3,0.2,0.6,EUR,E107906
EO331335,2015-04-20,Paper clips (package),ST,4,4.3,17.2,EUR,E108126
EO331351,2015-04-20,Notepad,ST,3,0.9,2.7,EUR,E108213
EO331353,2015-04-20,Pen,ST,1,0.5,0.5,EUR,E108427
EO331353,2015-04-20,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108459
EO331353,2015-04-20,Notepad,ST,3,0.9,2.7,EUR,E108530
EO331361,2015-04-20,Notepad,ST,3,0.9,2.7,EUR,E108622
EO331381,2015-04-20,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108641
EO331400,2015-04-20,Pencil,ST,3,0.2,0.6,EUR,E108700
EO331407,2015-04-21,Notepad,ST,3,0.9,2.7,EUR,E107740
EO331411,2015-04-21,Printer paper,ST,1,1.9,1.9,EUR,E107982
EO331421,2015-04-21,Notepad,ST,3,0.9,2.7,EUR,E108039
EO331439,2015-04-21,Paper clips (package),ST,3,4.3,12.89,EUR,E108252
EO331440,2015-04-21,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108459
EO331456,2015-04-21,Pen,ST,1,0.5,0.5,EUR,E108614
EO331468,2015-04-22,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107795
EO331476,2015-04-22,Notepad,ST,2,0.9,1.8,EUR,E108362
EO331492,2015-04-22,Paper clips (package),ST,4,4.3,17.2,EUR,E108477
EO331503,2015-04-22,Paper clips (package),ST,5,4.3,21.5,EUR,E108645
EO331507,2015-04-23,Printer paper,ST,1,1.9,1.9,EUR,E107543
EO331524,2015-04-23,Pencil,ST,4,0.2,0.8,EUR,E107579
EO331533,2015-04-23,Paper clips (package),ST,4,4.3,17.2,EUR,E107583
EO331546,2015-04-23,Notepad,ST,3,0.9,2.7,EUR,E107601
EO331556,2015-04-23,Notepad,ST,3,0.9,2.7,EUR,E107965
EO331576,2015-04-23,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108462
EO331579,2015-04-23,Paper clips (package),ST,3,4.3,12.89,EUR,E108699
EO331582,2015-04-24,Notepad,ST,3,0.9,2.7,EUR,E107702
EO331587,2015-04-24,Notepad,ST,3,0.9,2.7,EUR,E107837
EO331601,2015-04-24,Pen,ST,1,0.5,0.5,EUR,E107949
EO331613,2015-04-24,Notepad,ST,3,0.9,2.7,EUR,E108067
EO331625,2015-04-24,Notepad,ST,2,0.9,1.8,EUR,E108245
EO331626,2015-04-24,Notepad,ST,3,0.9,2.7,EUR,E108286
EO331644,2015-04-24,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108587
EO331651,2015-04-25,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107710
EO331655,2015-04-25,Pen,ST,1,0.5,0.5,EUR,E107859
EO331665,2015-04-25,Paper clips (package),ST,4,4.3,17.2,EUR,E108204
EO331682,2015-04-25,Pencil,ST,4,0.2,0.8,EUR,E108233
EO331693,2015-04-25,Printer paper,ST,1,1.9,1.9,EUR,E108313
EO331702,2015-04-25,Paper clips (package),ST,5,4.3,21.5,EUR,E108370
EO331708,2015-04-25,Pen,ST,1,0.5,0.5,EUR,E108655
EO331715,2015-04-25,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108689
EO331716,2015-04-26,Pencil,ST,4,0.2,0.8,EUR,E107567
EO331720,2015-04-26,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107639
EO331732,2015-04-26,Notepad,ST,2,0.9,1.8,EUR,E107908
EO331737,2015-04-26,Paper clips (package),ST,4,4.3,17.2,EUR,E108238
EO331744,2015-04-26,Paper clips (package),ST,3,4.3,12.89,EUR,E108329
EO331755,2015-04-26,Paper clips (package),ST,5,4.3,21.5,EUR,E108686
EO331770,2015-04-27,Paper clips (package),ST,4,4.3,17.2,EUR,E107559
EO331785,2015-04-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107768
EO331795,2015-04-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108135
EO331814,2015-04-27,Notepad,ST,4,0.9,3.6,EUR,E108445
EO331815,2015-04-27,Notepad,ST,3,0.9,2.7,EUR,E108597
EO331824,2015-04-27,Pencil,ST,3,0.2,0.6,EUR,E108689
EO331826,2015-04-28,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107691
EO331838,2015-04-28,Printer paper,ST,1,1.9,1.9,EUR,E107741
EO331850,2015-04-28,Paper clips (package),ST,3,4.3,12.89,EUR,E108248
EO331866,2015-04-28,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108587
EO331874,2015-04-28,Notepad,ST,3,0.9,2.7,EUR,E108686
EO331885,2015-04-29,Pen,ST,1,0.5,0.5,EUR,E107710
EO331886,2015-04-29,Pen,ST,1,0.5,0.5,EUR,E107768
EO331895,2015-04-29,Printer paper,ST,1,1.9,1.9,EUR,E107799
EO331907,2015-04-29,Pen,ST,1,0.5,0.5,EUR,E107903
EO331927,2015-04-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108362
EO331939,2015-04-29,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108510
EO331952,2015-04-29,Printer paper,ST,1,1.9,1.9,EUR,E108543
EO331959,2015-04-29,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108643
EO331971,2015-04-30,Pen,ST,1,0.5,0.5,EUR,E107850
EO331982,2015-04-30,Pencil,ST,4,0.2,0.8,EUR,E107896
EO331992,2015-04-30,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108173
EO332006,2015-04-30,Notepad,ST,3,0.9,2.7,EUR,E108253
EO332025,2015-04-30,Notepad,ST,2,0.9,1.8,EUR,E108262
EO332029,2015-04-30,Pencil,ST,3,0.2,0.6,EUR,E108496
EO332031,2015-05-01,Printer paper,ST,1,1.9,1.9,EUR,E107598
EO332040,2015-05-01,Paper clips (package),ST,3,4.3,12.89,EUR,E107806
EO332060,2015-05-01,Notepad,ST,2,0.9,1.8,EUR,E108050
EO332068,2015-05-01,Pencil,ST,4,0.2,0.8,EUR,E108152
EO332086,2015-05-01,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108165
EO332103,2015-05-01,Printer paper,ST,1,1.9,1.9,EUR,E108352
EO332113,2015-05-01,Pencil,ST,3,0.2,0.6,EUR,E108379
EO332114,2015-05-01,Notepad,ST,2,0.9,1.8,EUR,E108423
EO332126,2015-05-01,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108510
EO332132,2015-05-01,Pen,ST,1,0.5,0.5,EUR,E108686
EO332139,2015-05-02,Pencil,ST,5,0.2,1.0,EUR,E107636
EO332147,2015-05-02,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108119
EO332149,2015-05-02,Pen,ST,1,0.5,0.5,EUR,E108130
EO332152,2015-05-02,Pencil,ST,4,0.2,0.8,EUR,E108183
EO332161,2015-05-02,Paper clips (package),ST,3,4.3,12.89,EUR,E108233
EO332174,2015-05-02,Notepad,ST,3,0.9,2.7,EUR,E108453
EO332185,2015-05-02,Pencil,ST,3,0.2,0.6,EUR,E108510
EO332199,2015-05-02,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108510
EO332219,2015-05-02,Pencil,ST,3,0.2,0.6,EUR,E108523
EO332225,2015-05-03,Paper clips (package),ST,4,4.3,17.2,EUR,E107702
EO332231,2015-05-03,Paper clips (package),ST,4,4.3,17.2,EUR,E107758
EO332244,2015-05-03,Notepad,ST,4,0.9,3.6,EUR,E107859
EO332262,2015-05-03,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108213
EO332281,2015-05-03,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108270
EO332288,2015-05-03,Pencil,ST,3,0.2,0.6,EUR,E108313
EO332306,2015-05-03,Pencil,ST,4,0.2,0.8,EUR,E108530
EO332318,2015-05-04,Printer paper,ST,1,1.9,1.9,EUR,E108060
EO332335,2015-05-04,Paper clips (package),ST,5,4.3,21.5,EUR,E108238
EO332335,2015-05-04,Pen,ST,1,0.5,0.5,EUR,E108245
EO332348,2015-05-04,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108329
EO332356,2015-05-05,Pen,ST,1,0.5,0.5,EUR,E107579
EO332375,2015-05-05,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107949
EO332394,2015-05-05,Pencil,ST,3,0.2,0.6,EUR,E108214
EO332399,2015-05-05,Paper clips (package),ST,3,4.3,12.89,EUR,E108277
EO332401,2015-05-05,Pen,ST,1,0.5,0.5,EUR,E108409
EO332417,2015-05-05,Paper clips (package),ST,4,4.3,17.2,EUR,E108573
EO332421,2015-05-06,Pencil,ST,5,0.2,1.0,EUR,E107806
EO332437,2015-05-06,Notepad,ST,3,0.9,2.7,EUR,E107886
EO332439,2015-05-06,Notepad,ST,3,0.9,2.7,EUR,E107965
EO332446,2015-05-06,Notepad,ST,4,0.9,3.6,EUR,E108114
EO332452,2015-05-06,Printer paper,ST,1,1.9,1.9,EUR,E108226
EO332461,2015-05-07,Pencil,ST,4,0.2,0.8,EUR,E107784
EO332466,2015-05-07,Pen,ST,1,0.5,0.5,EUR,E107842
EO332477,2015-05-07,Notepad,ST,3,0.9,2.7,EUR,E108045
EO332483,2015-05-07,Notepad,ST,3,0.9,2.7,EUR,E108069
EO332499,2015-05-07,Pencil,ST,5,0.2,1.0,EUR,E108126
EO332509,2015-05-07,Pencil,ST,5,0.2,1.0,EUR,E108254
EO332509,2015-05-07,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108523
EO332516,2015-05-08,Paper clips (package),ST,4,4.3,17.2,EUR,E107598
EO332536,2015-05-08,Pencil,ST,4,0.2,0.8,EUR,E107681
EO332542,2015-05-08,Paper clips (package),ST,5,4.3,21.5,EUR,E107718
EO332558,2015-05-08,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107908
EO332572,2015-05-08,Pencil,ST,5,0.2,1.0,EUR,E108130
EO332587,2015-05-08,Pencil,ST,5,0.2,1.0,EUR,E108586
EO332598,2015-05-08,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108622
EO332599,2015-05-09,Notepad,ST,3,0.9,2.7,EUR,E107643
EO332612,2015-05-09,Paper clips (package),ST,4,4.3,17.2,EUR,E107652
EO332615,2015-05-10,Pen,ST,1,0.5,0.5,EUR,E107615
EO332621,2015-05-10,Paper clips (package),ST,3,4.3,12.89,EUR,E107864
EO332635,2015-05-10,Paper clips (package),ST,3,4.3,12.89,EUR,E108087
EO332651,2015-05-10,Pencil,ST,4,0.2,0.8,EUR,E108523
EO332670,2015-05-11,Pencil,ST,3,0.2,0.6,EUR,E107718
EO332671,2015-05-11,Paper clips (package),ST,5,4.3,21.5,EUR,E107784
EO332686,2015-05-11,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108530
EO332693,2015-05-11,Paper clips (package),ST,3,4.3,12.89,EUR,E108559
EO332704,2015-05-12,Paper clips (package),ST,4,4.3,17.2,EUR,E107683
EO332710,2015-05-12,Paper clips (package),ST,3,4.3,12.89,EUR,E107875
EO332718,2015-05-12,Pencil,ST,3,0.2,0.6,EUR,E108031
EO332730,2015-05-12,Paper clips (package),ST,3,4.3,12.89,EUR,E108045
EO332748,2015-05-12,Printer paper,ST,1,1.9,1.9,EUR,E108101
EO332749,2015-05-12,Paper clips (package),ST,3,4.3,12.89,EUR,E108130
EO332757,2015-05-12,Paper clips (package),ST,4,4.3,17.2,EUR,E108254
EO332770,2015-05-12,Printer paper,ST,1,1.9,1.9,EUR,E108317
EO332780,2015-05-12,Printer paper,ST,1,1.9,1.9,EUR,E108338
EO332788,2015-05-12,Printer paper,ST,1,1.9,1.9,EUR,E108362
EO332798,2015-05-12,Paper clips (package),ST,4,4.3,17.2,EUR,E108387
EO332817,2015-05-12,Pencil,ST,4,0.2,0.8,EUR,E108445
EO332818,2015-05-12,Pencil,ST,4,0.2,0.8,EUR,E108551
EO332824,2015-05-12,Notepad,ST,2,0.9,1.8,EUR,E108551
EO332840,2015-05-12,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108600
EO332844,2015-05-13,Printer paper,ST,1,1.9,1.9,EUR,E107691
EO332858,2015-05-13,Notepad,ST,4,0.9,3.6,EUR,E107882
EO332859,2015-05-13,Pencil,ST,4,0.2,0.8,EUR,E108238
EO332872,2015-05-13,Paper clips (package),ST,3,4.3,12.89,EUR,E108262
EO332889,2015-05-13,Paper clips (package),ST,3,4.3,12.89,EUR,E108387
EO332899,2015-05-13,Pencil,ST,4,0.2,0.8,EUR,E108453
EO332913,2015-05-14,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107728
EO332921,2015-05-14,Paper clips (package),ST,4,4.3,17.2,EUR,E107805
EO332940,2015-05-14,Notepad,ST,2,0.9,1.8,EUR,E108370
EO332956,2015-05-14,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108427
EO332957,2015-05-14,Printer paper,ST,1,1.9,1.9,EUR,E108496
EO332976,2015-05-15,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107958
EO332985,2015-05-15,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108226
EO332999,2015-05-15,Pen,ST,1,0.5,0.5,EUR,E108262
EO333010,2015-05-15,Notepad,ST,2,0.9,1.8,EUR,E108379
EO333016,2015-05-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107567
EO333022,2015-05-16,Notepad,ST,3,0.9,2.7,EUR,E107575
EO333037,2015-05-16,Pencil,ST,3,0.2,0.6,EUR,E107641
EO333041,2015-05-16,Paper clips (package),ST,4,4.3,17.2,EUR,E107768
EO333052,2015-05-16,Paper clips (package),ST,3,4.3,12.89,EUR,E108165
EO333071,2015-05-16,Pencil,ST,4,0.2,0.8,EUR,E108201
EO333077,2015-05-16,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108286
EO333077,2015-05-16,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108459
EO333091,2015-05-16,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108511
EO333101,2015-05-16,Notepad,ST,3,0.9,2.7,EUR,E108600
EO333106,2015-05-16,Printer paper,ST,1,1.9,1.9,EUR,E108622
EO333124,2015-05-16,Notepad,ST,3,0.9,2.7,EUR,E108676
EO333136,2015-05-17,Pencil,ST,5,0.2,1.0,EUR,E107704
EO333144,2015-05-17,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107775
EO333152,2015-05-17,Notepad,ST,4,0.9,3.6,EUR,E108225
EO333170,2015-05-17,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108340
EO333181,2015-05-17,Paper clips (package),ST,3,4.3,12.89,EUR,E108641
EO333186,2015-05-18,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108045
EO333197,2015-05-18,Printer paper,ST,1,1.9,1.9,EUR,E108313
EO333209,2015-05-18,Pencil,ST,4,0.2,0.8,EUR,E108362
EO333228,2015-05-18,Pencil,ST,3,0.2,0.6,EUR,E108580
EO333232,2015-05-18,Pencil,ST,4,0.2,0.8,EUR,E108597
EO333250,2015-05-19,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107590
EO333251,2015-05-19,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107683
EO333258,2015-05-19,Paper clips (package),ST,5,4.3,21.5,EUR,E107837
EO333270,2015-05-19,Printer paper,ST,1,1.9,1.9,EUR,E108212
EO333277,2015-05-19,Printer paper,ST,1,1.9,1.9,EUR,E108232
EO333295,2015-05-19,Notepad,ST,2,0.9,1.8,EUR,E108416
EO333306,2015-05-19,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108496
EO333319,2015-05-19,Notepad,ST,2,0.9,1.8,EUR,E108623
EO333324,2015-05-20,Pencil,ST,4,0.2,0.8,EUR,E107691
EO333328,2015-05-20,Paper clips (package),ST,4,4.3,17.2,EUR,E107702
EO333335,2015-05-20,Printer paper,ST,1,1.9,1.9,EUR,E108254
EO333336,2015-05-20,Notepad,ST,2,0.9,1.8,EUR,E108309
EO333347,2015-05-20,Paper clips (package),ST,4,4.3,17.2,EUR,E108362
EO333352,2015-05-20,Notepad,ST,3,0.9,2.7,EUR,E108699
EO333364,2015-05-21,Pen,ST,1,0.5,0.5,EUR,E107665
EO333377,2015-05-21,Pen,ST,1,0.5,0.5,EUR,E107704
EO333392,2015-05-21,Notepad,ST,2,0.9,1.8,EUR,E107747
EO333406,2015-05-21,Pencil,ST,3,0.2,0.6,EUR,E107748
EO333417,2015-05-21,Printer paper,ST,1,1.9,1.9,EUR,E107814
EO333437,2015-05-21,Notepad,ST,3,0.9,2.7,EUR,E107842
EO333441,2015-05-21,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108277
EO333441,2015-05-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107550
EO333442,2015-05-22,Notepad,ST,4,0.9,3.6,EUR,E107601
EO333461,2015-05-22,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107805
EO333472,2015-05-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107882
EO333479,2015-05-22,Notepad,ST,3,0.9,2.7,EUR,E108060
EO333491,2015-05-22,Pencil,ST,4,0.2,0.8,EUR,E108219
EO333492,2015-05-22,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108305
EO333506,2015-05-22,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108641
EO333525,2015-05-22,Pencil,ST,3,0.2,0.6,EUR,E108645
EO333535,2015-05-23,Pencil,ST,4,0.2,0.8,EUR,E107601
EO333539,2015-05-23,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107784
EO333552,2015-05-23,Printer paper,ST,1,1.9,1.9,EUR,E107784
EO333553,2015-05-23,Notepad,ST,3,0.9,2.7,EUR,E107793
EO333573,2015-05-23,Notepad,ST,3,0.9,2.7,EUR,E107859
EO333583,2015-05-23,Pencil,ST,5,0.2,1.0,EUR,E107938
EO333600,2015-05-23,Notepad,ST,4,0.9,3.6,EUR,E108233
EO333614,2015-05-23,Paper clips (package),ST,3,4.3,12.89,EUR,E108248
EO333626,2015-05-23,Pen,ST,1,0.5,0.5,EUR,E108518
EO333642,2015-05-23,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108587
EO333643,2015-05-24,Notepad,ST,2,0.9,1.8,EUR,E107672
EO333657,2015-05-24,Pen,ST,1,0.5,0.5,EUR,E107681
EO333673,2015-05-25,Pen,ST,1,0.5,0.5,EUR,E107949
EO333693,2015-05-25,Printer paper,ST,1,1.9,1.9,EUR,E108060
EO333699,2015-05-25,Pencil,ST,5,0.2,1.0,EUR,E108087
EO333713,2015-05-25,Paper clips (package),ST,4,4.3,17.2,EUR,E108204
EO333717,2015-05-25,Notepad,ST,3,0.9,2.7,EUR,E108370
EO333734,2015-05-25,Pencil,ST,4,0.2,0.8,EUR,E108641
EO333747,2015-05-25,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108700
EO333762,2015-05-26,Notepad,ST,4,0.9,3.6,EUR,E107906
EO333779,2015-05-26,Pencil,ST,5,0.2,1.0,EUR,E108101
EO333779,2015-05-26,Pencil,ST,4,0.2,0.8,EUR,E108365
EO333780,2015-05-26,Paper clips (package),ST,3,4.3,12.89,EUR,E108387
EO333786,2015-05-26,Notepad,ST,2,0.9,1.8,EUR,E108699
EO333800,2015-05-26,Pen,ST,1,0.5,0.5,EUR,E108707
EO333806,2015-05-27,Printer cartridge (black),ST,2,7.5,15.0,EUR,E107672
EO333818,2015-05-27,Pencil,ST,5,0.2,1.0,EUR,E107850
EO333836,2015-05-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107908
EO333849,2015-05-27,Paper clips (package),ST,4,4.3,17.2,EUR,E108081
EO333860,2015-05-27,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108152
EO333863,2015-05-27,Printer cartridge (black),ST,1,7.5,7.5,EUR,E108459
EO333868,2015-05-27,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108707
EO333876,2015-05-28,Printer cartridge (color),ST,1,9.9,9.9,EUR,E107596
EO333893,2015-05-28,Printer cartridge (black),ST,1,7.5,7.5,EUR,E107623
EO333909,2015-05-28,Paper clips (package),ST,4,4.3,17.2,EUR,E107859
EO333915,2015-05-28,Printer cartridge (black),ST,2,7.5,15.0,EUR,E108362
EO333921,2015-05-28,Printer paper,ST,1,1.9,1.9,EUR,E108362
EO333939,2015-05-28,Pencil,ST,5,0.2,1.0,EUR,E108453
EO333951,2015-05-28,Printer cartridge (color),ST,1,9.9,9.9,EUR,E108600
EO333955,2015-05-29,Pen,ST,1,0.5,0.5,EUR,E107583
EO333970,2015-05-29,Paper clips (package),ST,3,4.3,12.89,EUR,E107623
