BusinessTripId,StartDate,EndDate,EmployeeId,PostalCode,City,OvernightStays,HotelCosts,TravelCosts,Currency
BT145256,2010-10-19,2010-10-19,E108233,36289,Friedewald,0,0,0.0,EUR
BT145264,2010-10-20,2010-10-22,E107958,36272,Niederaula,2,0,68.33,EUR
BT145265,2010-10-20,2010-10-25,E108101,36318,Schwalmtal,5,0,147.5,EUR
BT145272,2010-10-21,2010-10-26,E108352,36282,Hauneck,5,0,124.13,EUR
BT145280,2010-10-21,2010-10-22,E107763,36272,Niederaula,1,0,34.83,EUR
BT145288,2010-10-21,2010-10-26,E108286,36272,Niederaula,5,0,167.89,EUR
BT145291,2010-10-21,2010-10-23,E107590,36284,Hohenroda,2,0,60.7,EUR
BT145298,2010-10-21,2010-10-26,E107941,36289,Friedewald,5,0,131.96,EUR
BT145302,2010-10-22,2010-10-22,E107652,36282,Hauneck,0,0,0.0,EUR
BT145305,2010-10-22,2010-10-24,E108185,36286,Neuenstein,2,0,55.12,EUR
BT145308,2010-10-23,2010-10-25,E107623,36277,Schenklengsfeld,2,0,49.42,EUR
BT145310,2010-10-23,2010-10-27,E107653,36287,Breitenbach,4,0,112.95,EUR
BT145317,2010-10-23,2010-10-27,E107837,36304,Alsfeld,4,0,126.1,EUR
BT145320,2010-10-24,2010-10-29,E107691,36272,Niederaula,5,0,148.07,EUR
BT145321,2010-10-25,2010-10-27,E107691,36269,Philippsthal,2,0,59.2,EUR
BT145322,2010-10-25,2010-10-30,E108252,36304,Alsfeld,5,0,163.9,EUR
BT145325,2010-10-26,2010-10-30,E108101,36287,Breitenbach,4,0,132.98,EUR
BT145332,2010-10-27,2010-11-01,E108286,36280,Oberaula,5,0,143.61,EUR
BT145339,2010-10-28,2010-11-01,E107886,36219,Cornberg,4,0,142.89,EUR
BT145341,2010-10-28,2010-11-01,E107681,36217,Ronshausen,4,0,116.22,EUR
BT145346,2010-10-28,2010-10-31,E108292,36282,Hauneck,3,0,99.28,EUR
BT145353,2010-10-28,2010-11-02,E107672,36284,Hohenroda,5,0,138.24,EUR
BT145356,2010-10-29,2010-11-02,E108245,36289,Friedewald,4,0,114.37,EUR
BT145361,2010-10-29,2010-11-03,E108331,36318,Schwalmtal,5,0,146.23,EUR
BT145364,2010-10-29,2010-10-29,E107850,36286,Neuenstein,0,0,0.0,EUR
BT145367,2010-10-30,2010-10-31,E107969,36251,Bad Hersfeld,1,0,35.31,EUR
BT145368,2010-10-31,2010-11-01,E107958,36219,Cornberg,1,0,33.24,EUR
BT145371,2010-11-01,2010-11-09,E108352,55758,Sonnschied,8,1328.98,29.88,EUR
BT145375,2010-11-02,2010-11-05,E107763,36280,Oberaula,3,0,87.25,EUR
BT145376,2010-11-03,2010-11-05,E107601,36269,Philippsthal,2,0,51.37,EUR
BT145380,2010-11-03,2010-11-03,E107601,36266,Heringen,0,0,0.0,EUR
BT145387,2010-11-04,2010-11-06,E107882,36282,Hauneck,2,0,62.9,EUR
BT145392,2010-11-04,2010-11-08,E108305,36272,Niederaula,4,0,125.46,EUR
BT145397,2010-11-05,2010-11-09,E108232,36269,Philippsthal,4,0,113.68,EUR
BT145405,2010-11-06,2010-11-11,E107601,36251,Bad Hersfeld,5,0,124.77,EUR
BT145407,2010-11-06,2010-11-06,E107938,36284,Hohenroda,0,0,0.0,EUR
BT145414,2010-11-06,2010-11-06,E107837,36286,Neuenstein,0,0,0.0,EUR
BT145421,2010-11-06,2010-11-10,E108252,51570,Windeck,4,723.62,29.57,EUR
BT145426,2010-11-09,2010-11-09,E107886,36266,Heringen,0,0,0.0,EUR
BT145431,2010-11-09,2010-11-14,E108101,36286,Neuenstein,5,0,157.98,EUR
BT145432,2010-11-10,2010-11-10,E107601,36266,Heringen,0,0,0.0,EUR
BT145438,2010-11-10,2010-11-15,E108228,36266,Heringen,5,0,156.82,EUR
BT145440,2010-11-10,2010-11-12,E107938,36277,Schenklengsfeld,2,0,62.11,EUR
BT145442,2010-11-10,2010-11-18,E107969,54426,Talling,8,1270.7,32.36,EUR
BT145446,2010-11-11,2010-11-15,E107886,36217,Ronshausen,4,0,114.78,EUR
BT145449,2010-11-11,2010-11-16,E108228,36219,Cornberg,5,0,154.29,EUR
BT145450,2010-11-11,2010-11-13,E108292,36282,Hauneck,2,0,62.44,EUR
BT145457,2010-11-12,2010-11-13,E107691,36272,Niederaula,1,0,34.56,EUR
BT145459,2010-11-12,2010-11-17,E108331,36284,Hohenroda,5,0,166.53,EUR
BT145467,2010-11-13,2010-11-18,E107842,36275,Kirchheim,5,0,151.93,EUR
BT145473,2010-11-13,2010-11-18,E107653,36289,Friedewald,5,0,167.67,EUR
BT145481,2010-11-13,2010-11-16,E107936,36287,Breitenbach,3,0,106.7,EUR
BT145489,2010-11-13,2010-11-13,E108331,36304,Alsfeld,0,0,0.0,EUR
BT145490,2010-11-14,2010-11-18,E107936,36304,Alsfeld,4,0,110.53,EUR
BT145494,2010-11-17,2010-11-21,E107882,36272,Niederaula,4,0,115.49,EUR
BT145499,2010-11-18,2010-11-23,E108185,36304,Alsfeld,5,0,129.18,EUR
BT145500,2010-11-19,2010-11-21,E107886,36251,Bad Hersfeld,2,0,55.59,EUR
BT145503,2010-11-19,2010-11-21,E108185,36289,Friedewald,2,0,58.86,EUR
BT145509,2010-11-21,2010-11-26,E107958,36251,Bad Hersfeld,5,0,121.46,EUR
BT145516,2010-11-21,2010-11-22,E107882,36277,Schenklengsfeld,1,0,27.12,EUR
BT145522,2010-11-22,2010-11-27,E107681,36219,Cornberg,5,0,158.94,EUR
BT145524,2010-11-22,2010-11-26,E108101,36318,Schwalmtal,4,0,98.96,EUR
BT145530,2010-11-23,2010-11-26,E107691,36219,Cornberg,3,0,102.62,EUR
BT145532,2010-11-23,2010-11-29,E107763,54619,Eschfeld,6,1106.67,31.5,EUR
BT145539,2010-11-24,2010-11-29,E108042,36272,Niederaula,5,0,174.85,EUR
BT145543,2010-11-25,2010-11-26,E107969,36266,Heringen,1,0,33.21,EUR
BT145551,2010-11-25,2010-11-25,E107886,36251,Bad Hersfeld,0,0,0.0,EUR
BT145552,2010-11-25,2010-11-26,E107837,36304,Alsfeld,1,0,34.94,EUR
BT145560,2010-11-26,2010-12-01,E108228,36269,Philippsthal,5,0,166.09,EUR
BT145568,2010-11-26,2010-12-02,E108252,38489,Hanum,6,1173.42,26.69,EUR
BT145574,2010-11-27,2010-11-29,E107590,36289,Friedewald,2,0,62.36,EUR
BT145575,2010-11-28,2010-12-02,E107969,36266,Heringen,4,0,121.36,EUR
BT145581,2010-11-28,2010-12-01,E107763,36282,Hauneck,3,0,84.8,EUR
BT145582,2010-11-28,2010-12-02,E107836,36277,Schenklengsfeld,4,0,135.78,EUR
BT145583,2010-11-28,2010-12-02,E107623,36277,Schenklengsfeld,4,0,110.8,EUR
BT145590,2010-11-29,2010-12-03,E107763,36272,Niederaula,4,0,135.0,EUR
BT145596,2010-11-29,2010-11-29,E108331,36286,Neuenstein,0,0,0.0,EUR
BT145600,2010-11-29,2010-12-07,E107850,54518,Plein,8,1276.76,25.28,EUR
BT145603,2010-12-01,2010-12-02,E108352,36282,Hauneck,1,0,25.08,EUR
BT145606,2010-12-02,2010-12-05,E107623,56288,Rothenbergerhof,3,504.18,31.11,EUR
BT145612,2010-12-04,2010-12-08,E107886,36219,Cornberg,4,0,126.3,EUR
BT145617,2010-12-04,2010-12-06,E108292,36272,Niederaula,2,0,58.64,EUR
BT145620,2010-12-04,2010-12-04,E107623,36282,Hauneck,0,0,0.0,EUR
BT145622,2010-12-04,2010-12-05,E107882,36275,Kirchheim,1,0,29.56,EUR
BT145625,2010-12-06,2010-12-06,E108228,36251,Bad Hersfeld,0,0,0.0,EUR
BT145628,2010-12-06,2010-12-10,E108305,36282,Hauneck,4,0,114.71,EUR
BT145633,2010-12-07,2010-12-11,E108228,36219,Cornberg,4,0,140.63,EUR
BT145641,2010-12-07,2010-12-10,E108245,36289,Friedewald,3,0,93.39,EUR
BT145644,2010-12-08,2010-12-12,E108042,36284,Hohenroda,4,0,97.9,EUR
BT145645,2010-12-08,2010-12-10,E107842,36284,Hohenroda,2,0,58.64,EUR
BT145652,2010-12-08,2010-12-09,E107653,36289,Friedewald,1,0,24.25,EUR
BT145656,2010-12-09,2010-12-14,E107691,36219,Cornberg,5,0,142.9,EUR
BT145657,2010-12-09,2010-12-09,E107763,36282,Hauneck,0,0,0.0,EUR
BT145662,2010-12-10,2010-12-13,E108232,36219,Cornberg,3,0,84.25,EUR
BT145666,2010-12-10,2010-12-13,E107936,36287,Breitenbach,3,0,86.08,EUR
BT145669,2010-12-12,2010-12-12,E107969,36219,Cornberg,0,0,0.0,EUR
BT145675,2010-12-12,2010-12-12,E107590,36289,Friedewald,0,0,0.0,EUR
BT145683,2010-12-12,2010-12-14,E108352,54516,Wittlich,2,350.13,32.11,EUR
BT145686,2010-12-14,2010-12-16,E107936,36284,Hohenroda,2,0,59.56,EUR
BT145689,2010-12-14,2010-12-15,E108233,36284,Hohenroda,1,0,29.38,EUR
BT145696,2010-12-15,2010-12-15,E107691,36251,Bad Hersfeld,0,0,0.0,EUR
BT145697,2010-12-15,2010-12-16,E107601,36272,Niederaula,1,0,25.36,EUR
BT145700,2010-12-15,2010-12-20,E107938,36277,Schenklengsfeld,5,0,169.17,EUR
BT145703,2010-12-15,2010-12-15,E107936,36284,Hohenroda,0,0,0.0,EUR
BT145706,2010-12-15,2010-12-18,E108252,36318,Schwalmtal,3,0,99.58,EUR
BT145714,2010-12-16,2010-12-18,E107850,36289,Friedewald,2,0,67.23,EUR
BT145717,2010-12-18,2010-12-19,E107958,36269,Philippsthal,1,0,27.37,EUR
BT145723,2010-12-18,2010-12-23,E108042,36272,Niederaula,5,0,138.33,EUR
BT145725,2010-12-18,2010-12-25,E107653,55777,Mettweiler,7,1385.33,25.31,EUR
BT145728,2010-12-19,2010-12-22,E107886,36219,Cornberg,3,0,82.06,EUR
BT145732,2010-12-19,2010-12-24,E108352,36277,Schenklengsfeld,5,0,163.15,EUR
BT145735,2010-12-19,2010-12-19,E107623,36282,Hauneck,0,0,0.0,EUR
BT145741,2010-12-19,2010-12-23,E107850,36284,Hohenroda,4,0,104.35,EUR
BT145746,2010-12-21,2010-12-21,E107882,36275,Kirchheim,0,0,0.0,EUR
BT145748,2010-12-22,2010-12-23,E108232,36219,Cornberg,1,0,30.56,EUR
BT145751,2010-12-22,2010-12-26,E107763,36272,Niederaula,4,0,133.76,EUR
BT145758,2010-12-24,2010-12-28,E108042,36272,Niederaula,4,0,132.87,EUR
BT145763,2010-12-28,2011-01-01,E108233,36284,Hohenroda,4,0,110.03,EUR
BT145766,2010-12-29,2011-01-03,E107681,36219,Cornberg,5,0,125.97,EUR
BT145770,2010-12-30,2010-12-31,E107958,36269,Philippsthal,1,0,33.78,EUR
BT145772,2010-12-31,2011-01-02,E107601,36217,Ronshausen,2,0,67.96,EUR
BT145777,2010-12-31,2011-01-04,E107623,36282,Hauneck,4,0,105.66,EUR
BT145783,2011-01-01,2011-01-03,E107969,36269,Philippsthal,2,0,48.98,EUR
BT145790,2011-01-01,2011-01-03,E108042,36284,Hohenroda,2,0,65.24,EUR
BT145791,2011-01-01,2011-01-01,E107763,36277,Schenklengsfeld,0,0,0.0,EUR
BT145792,2011-01-02,2011-01-06,E108305,36282,Hauneck,4,0,140.43,EUR
BT145799,2011-01-02,2011-01-07,E108245,36289,Friedewald,5,0,152.73,EUR
BT145807,2011-01-03,2011-01-08,E108352,36272,Niederaula,5,0,163.8,EUR
BT145814,2011-01-03,2011-01-07,E108252,36286,Neuenstein,4,0,98.8,EUR
BT145821,2011-01-03,2011-01-04,E107653,36304,Alsfeld,1,0,24.94,EUR
BT145823,2011-01-04,2011-01-07,E108245,36304,Alsfeld,3,0,104.18,EUR
BT145830,2011-01-04,2011-01-04,E108101,36289,Friedewald,0,0,0.0,EUR
BT145833,2011-01-04,2011-01-12,E108233,38835,Hessen,8,1489.63,26.05,EUR
BT145836,2011-01-05,2011-01-06,E107958,36219,Cornberg,1,0,29.5,EUR
BT145842,2011-01-05,2011-01-10,E108228,36269,Philippsthal,5,0,144.94,EUR
BT145850,2011-01-05,2011-01-11,E107842,54456,Tawern,6,945.62,25.19,EUR
BT145853,2011-01-06,2011-01-07,E108228,36219,Cornberg,1,0,33.49,EUR
BT145856,2011-01-07,2011-01-07,E107681,36266,Heringen,0,0,0.0,EUR
BT145864,2011-01-07,2011-01-10,E107958,36217,Ronshausen,3,0,72.41,EUR
BT145871,2011-01-07,2011-01-07,E107623,36280,Oberaula,0,0,0.0,EUR
BT145876,2011-01-07,2011-01-12,E108331,36284,Hohenroda,5,0,152.71,EUR
BT145883,2011-01-07,2011-01-11,E108233,36289,Friedewald,4,0,123.9,EUR
BT145890,2011-01-07,2011-01-09,E107672,36318,Schwalmtal,2,0,52.89,EUR
BT145894,2011-01-08,2011-01-13,E108245,36304,Alsfeld,5,0,143.4,EUR
BT145897,2011-01-08,2011-01-16,E107623,31708,Ahnsen,8,1527.46,28.79,EUR
BT145904,2011-01-09,2011-01-09,E107958,36269,Philippsthal,0,0,0.0,EUR
BT145909,2011-01-09,2011-01-14,E108245,36287,Breitenbach,5,0,155.07,EUR
BT145912,2011-01-09,2011-01-10,E107969,55437,Ockenheim,1,158.94,28.5,EUR
BT145915,2011-01-09,2011-01-13,E108352,32120,Hiddenhausen,4,723.23,32.16,EUR
BT145917,2011-01-10,2011-01-10,E107652,36282,Hauneck,0,0,0.0,EUR
BT145918,2011-01-10,2011-01-14,E107653,36286,Neuenstein,4,0,108.29,EUR
BT145923,2011-01-11,2011-01-14,E107763,36282,Hauneck,3,0,101.37,EUR
BT145924,2011-01-11,2011-01-15,E107590,36289,Friedewald,4,0,98.28,EUR
BT145932,2011-01-12,2011-01-12,E108228,36269,Philippsthal,0,0,0.0,EUR
BT145939,2011-01-12,2011-01-14,E108252,36289,Friedewald,2,0,60.66,EUR
BT145941,2011-01-12,2011-01-17,E107653,36286,Neuenstein,5,0,138.92,EUR
BT145945,2011-01-13,2011-01-18,E108352,36284,Hohenroda,5,0,162.33,EUR
BT145952,2011-01-13,2011-01-17,E107652,36280,Oberaula,4,0,137.95,EUR
BT145955,2011-01-14,2011-01-16,E107681,36266,Heringen,2,0,52.39,EUR
BT145962,2011-01-14,2011-01-19,E107936,36284,Hohenroda,5,0,156.24,EUR
BT145967,2011-01-15,2011-01-24,E107590,46236,Bottrop,9,1461.87,30.35,EUR
BT145973,2011-01-16,2011-01-17,E107652,36284,Hohenroda,1,0,35.26,EUR
BT145975,2011-01-16,2011-01-21,E108252,36284,Hohenroda,5,0,149.9,EUR
BT145980,2011-01-17,2011-01-19,E107850,36318,Schwalmtal,2,0,71.47,EUR
BT145988,2011-01-18,2011-01-21,E107763,36275,Kirchheim,3,0,106.21,EUR
BT145992,2011-01-20,2011-01-22,E108305,36280,Oberaula,2,0,65.29,EUR
BT145994,2011-01-20,2011-01-24,E108185,36286,Neuenstein,4,0,127.19,EUR
BT146000,2011-01-21,2011-01-22,E108228,36219,Cornberg,1,0,32.35,EUR
BT146006,2011-01-21,2011-01-24,E108245,36318,Schwalmtal,3,0,103.0,EUR
BT146007,2011-01-22,2011-01-25,E107882,36272,Niederaula,3,0,94.87,EUR
BT146012,2011-01-22,2011-01-22,E107590,36304,Alsfeld,0,0,0.0,EUR
BT146018,2011-01-23,2011-01-25,E107936,53547,Kasbach-Ohlenberg,2,365.78,24.7,EUR
BT146022,2011-01-23,2011-01-27,E108292,30826,Garbsen,4,723.53,27.29,EUR
BT146026,2011-01-25,2011-01-27,E108232,36266,Heringen,2,0,56.07,EUR
BT146033,2011-01-25,2011-01-30,E108232,36251,Bad Hersfeld,5,0,130.69,EUR
BT146039,2011-01-25,2011-01-25,E108042,36280,Oberaula,0,0,0.0,EUR
BT146040,2011-01-25,2011-01-27,E107590,36318,Schwalmtal,2,0,67.91,EUR
BT146042,2011-01-26,2011-01-29,E107882,36284,Hohenroda,3,0,77.22,EUR
BT146044,2011-01-26,2011-01-30,E107653,57614,Oberwambach,4,658.83,25.39,EUR
BT146051,2011-01-27,2011-02-05,E107821,47626,Kevelaer,9,1602.95,25.82,EUR
BT146054,2011-01-28,2011-02-01,E107763,32547,Bad Oeynhausen,4,782.17,24.11,EUR
BT146055,2011-01-29,2011-01-31,E107672,36289,Friedewald,2,0,58.63,EUR
BT146057,2011-01-30,2011-01-31,E107601,36266,Heringen,1,0,34.85,EUR
BT146060,2011-01-30,2011-01-31,E108245,36318,Schwalmtal,1,0,29.09,EUR
BT146062,2011-01-30,2011-01-31,E107590,36304,Alsfeld,1,0,30.3,EUR
BT146069,2011-01-31,2011-02-03,E107836,36280,Oberaula,3,0,91.88,EUR
BT146072,2011-01-31,2011-02-03,E107672,36287,Breitenbach,3,0,84.57,EUR
BT146076,2011-02-01,2011-02-01,E108232,36266,Heringen,0,0,0.0,EUR
BT146080,2011-02-01,2011-02-04,E107958,36217,Ronshausen,3,0,105.54,EUR
BT146088,2011-02-01,2011-02-02,E107763,36284,Hohenroda,1,0,30.95,EUR
BT146093,2011-02-01,2011-02-03,E107821,36275,Kirchheim,2,0,64.95,EUR
BT146100,2011-02-01,2011-02-01,E107837,36304,Alsfeld,0,0,0.0,EUR
BT146108,2011-02-01,2011-02-03,E107837,36304,Alsfeld,2,0,50.78,EUR
BT146112,2011-02-01,2011-02-03,E108245,36287,Breitenbach,2,0,70.26,EUR
BT146118,2011-02-02,2011-02-02,E107681,36251,Bad Hersfeld,0,0,0.0,EUR
BT146123,2011-02-02,2011-02-04,E107938,36275,Kirchheim,2,0,53.41,EUR
BT146130,2011-02-02,2011-02-05,E107882,36275,Kirchheim,3,0,81.73,EUR
BT146135,2011-02-02,2011-02-03,E108228,35516,Münzenberg,1,175.14,30.34,EUR
BT146140,2011-02-03,2011-02-07,E107969,36219,Cornberg,4,0,132.75,EUR
BT146146,2011-02-03,2011-02-05,E107941,36289,Friedewald,2,0,60.07,EUR
BT146154,2011-02-03,2011-02-04,E108245,36287,Breitenbach,1,0,26.25,EUR
BT146157,2011-02-04,2011-02-09,E107842,36275,Kirchheim,5,0,130.91,EUR
BT146159,2011-02-04,2011-02-06,E107672,36286,Neuenstein,2,0,52.72,EUR
BT146165,2011-02-05,2011-02-09,E107691,36251,Bad Hersfeld,4,0,137.22,EUR
BT146170,2011-02-06,2011-02-07,E108245,36286,Neuenstein,1,0,32.65,EUR
BT146177,2011-02-07,2011-02-11,E107601,36219,Cornberg,4,0,106.23,EUR
BT146181,2011-02-07,2011-02-07,E108252,36284,Hohenroda,0,0,0.0,EUR
BT146188,2011-02-07,2011-02-09,E108286,56820,Nehren,2,363.61,25.36,EUR
BT146196,2011-02-09,2011-02-09,E107882,36284,Hohenroda,0,0,0.0,EUR
BT146201,2011-02-10,2011-02-10,E107886,36266,Heringen,0,0,0.0,EUR
BT146207,2011-02-10,2011-02-14,E108292,36280,Oberaula,4,0,103.23,EUR
BT146209,2011-02-11,2011-02-19,E107672,59320,Ennigerloh,8,1344.63,24.37,EUR
BT146215,2011-02-12,2011-02-16,E108352,36282,Hauneck,4,0,135.81,EUR
BT146223,2011-02-13,2011-02-14,E108228,36266,Heringen,1,0,35.26,EUR
BT146226,2011-02-13,2011-02-16,E108232,36266,Heringen,3,0,87.06,EUR
BT146234,2011-02-13,2011-02-14,E108305,36282,Hauneck,1,0,35.4,EUR
BT146235,2011-02-13,2011-02-17,E108042,36272,Niederaula,4,0,140.43,EUR
BT146242,2011-02-15,2011-02-16,E108286,36284,Hohenroda,1,0,32.99,EUR
BT146249,2011-02-15,2011-02-24,E107842,38448,Wolfsburg,9,1510.18,28.07,EUR
BT146252,2011-02-16,2011-02-20,E108232,36217,Ronshausen,4,0,129.37,EUR
BT146256,2011-02-16,2011-02-21,E108232,36219,Cornberg,5,0,127.1,EUR
BT146263,2011-02-16,2011-02-18,E107969,36269,Philippsthal,2,0,52.73,EUR
BT146271,2011-02-16,2011-02-17,E107601,36272,Niederaula,1,0,34.55,EUR
BT146272,2011-02-16,2011-02-21,E107623,36275,Kirchheim,5,0,121.3,EUR
BT146276,2011-02-16,2011-02-18,E108042,36277,Schenklengsfeld,2,0,60.11,EUR
BT146280,2011-02-16,2011-02-20,E107836,36280,Oberaula,4,0,106.71,EUR
BT146285,2011-02-16,2011-02-16,E108101,36287,Breitenbach,0,0,0.0,EUR
BT146293,2011-02-17,2011-02-17,E107601,36251,Bad Hersfeld,0,0,0.0,EUR
BT146296,2011-02-17,2011-02-21,E107886,36272,Niederaula,4,0,132.26,EUR
BT146303,2011-02-17,2011-02-18,E107821,36282,Hauneck,1,0,32.1,EUR
BT146309,2011-02-17,2011-02-22,E107590,36289,Friedewald,5,0,121.96,EUR
BT146314,2011-02-17,2011-02-21,E107837,36318,Schwalmtal,4,0,128.29,EUR
BT146317,2011-02-17,2011-02-21,E108101,36284,Hohenroda,4,0,117.64,EUR
BT146323,2011-02-18,2011-02-19,E108232,56729,Langenfeld,1,160.8,27.82,EUR
BT146331,2011-02-19,2011-02-20,E107837,36287,Breitenbach,1,0,31.31,EUR
BT146339,2011-02-20,2011-02-21,E108228,36269,Philippsthal,1,0,24.13,EUR
BT146346,2011-02-20,2011-02-24,E107938,36277,Schenklengsfeld,4,0,136.8,EUR
BT146347,2011-02-21,2011-02-24,E107681,36266,Heringen,3,0,84.71,EUR
BT146348,2011-02-22,2011-02-25,E108228,36219,Cornberg,3,0,97.59,EUR
BT146356,2011-02-22,2011-02-23,E107958,36219,Cornberg,1,0,29.52,EUR
BT146361,2011-02-22,2011-02-26,E107623,36275,Kirchheim,4,0,97.75,EUR
BT146365,2011-02-22,2011-02-23,E108292,36284,Hohenroda,1,0,35.17,EUR
BT146371,2011-02-22,2011-02-24,E107936,36286,Neuenstein,2,0,49.75,EUR
BT146379,2011-02-23,2011-02-24,E108232,36219,Cornberg,1,0,25.11,EUR
BT146380,2011-02-23,2011-02-23,E107969,36272,Niederaula,0,0,0.0,EUR
BT146382,2011-02-23,2011-02-28,E107836,36282,Hauneck,5,0,167.75,EUR
BT146385,2011-02-24,2011-03-01,E107958,36219,Cornberg,5,0,154.99,EUR
BT146390,2011-02-24,2011-02-27,E107691,36269,Philippsthal,3,0,73.68,EUR
BT146395,2011-02-24,2011-03-01,E107882,36282,Hauneck,5,0,124.52,EUR
BT146399,2011-02-25,2011-02-26,E107601,36251,Bad Hersfeld,1,0,25.18,EUR
BT146401,2011-02-25,2011-02-27,E107886,36269,Philippsthal,2,0,68.46,EUR
BT146409,2011-02-26,2011-02-28,E108305,36275,Kirchheim,2,0,54.33,EUR
BT146413,2011-02-26,2011-03-01,E108233,36284,Hohenroda,3,0,81.66,EUR
BT146415,2011-02-26,2011-02-27,E108233,38388,Twieflingen,1,184.92,31.73,EUR
BT146420,2011-02-27,2011-03-04,E108352,36280,Oberaula,5,0,167.88,EUR
BT146425,2011-03-01,2011-03-06,E108305,36282,Hauneck,5,0,150.67,EUR
BT146431,2011-03-01,2011-03-05,E108286,36277,Schenklengsfeld,4,0,139.44,EUR
BT146433,2011-03-01,2011-03-01,E108305,36277,Schenklengsfeld,0,0,0.0,EUR
BT146435,2011-03-05,2011-03-09,E107969,36266,Heringen,4,0,125.05,EUR
BT146441,2011-03-07,2011-03-07,E107886,36266,Heringen,0,0,0.0,EUR
BT146443,2011-03-08,2011-03-11,E107623,36284,Hohenroda,3,0,93.0,EUR
BT146451,2011-03-08,2011-03-12,E108042,36280,Oberaula,4,0,97.08,EUR
BT146454,2011-03-09,2011-03-14,E107882,36282,Hauneck,5,0,170.73,EUR
BT146461,2011-03-10,2011-03-13,E107601,36269,Philippsthal,3,0,106.83,EUR
BT146468,2011-03-11,2011-03-15,E108286,36282,Hauneck,4,0,122.58,EUR
BT146476,2011-03-12,2011-03-17,E107821,36277,Schenklengsfeld,5,0,159.77,EUR
BT146481,2011-03-12,2011-03-13,E107938,36277,Schenklengsfeld,1,0,30.68,EUR
BT146482,2011-03-12,2011-03-17,E108352,36272,Niederaula,5,0,172.13,EUR
BT146489,2011-03-12,2011-03-16,E107936,36318,Schwalmtal,4,0,107.63,EUR
BT146490,2011-03-13,2011-03-14,E108352,36284,Hohenroda,1,0,25.06,EUR
BT146494,2011-03-14,2011-03-18,E108352,36272,Niederaula,4,0,142.66,EUR
BT146501,2011-03-15,2011-03-20,E107837,41065,Mönchengladbach,5,962.98,27.02,EUR
BT146506,2011-03-16,2011-03-16,E107842,36280,Oberaula,0,0,0.0,EUR
BT146514,2011-03-16,2011-03-16,E107837,36287,Breitenbach,0,0,0.0,EUR
BT146522,2011-03-17,2011-03-18,E108232,36269,Philippsthal,1,0,27.95,EUR
BT146530,2011-03-17,2011-03-18,E107590,36304,Alsfeld,1,0,28.03,EUR
BT146537,2011-03-19,2011-03-22,E107958,36251,Bad Hersfeld,3,0,97.76,EUR
BT146540,2011-03-19,2011-03-22,E108042,36284,Hohenroda,3,0,100.72,EUR
BT146546,2011-03-19,2011-03-27,E108252,49453,Rehden,8,1425.73,32.0,EUR
BT146547,2011-03-20,2011-03-21,E107969,36217,Ronshausen,1,0,26.88,EUR
BT146554,2011-03-20,2011-03-23,E107882,36284,Hohenroda,3,0,79.0,EUR
BT146560,2011-03-21,2011-03-24,E108286,36277,Schenklengsfeld,3,0,81.78,EUR
BT146562,2011-03-21,2011-03-22,E107623,38444,Wolfsburg,1,180.38,28.49,EUR
BT146565,2011-03-21,2011-03-28,E107653,56858,Sosberg,7,1351.04,30.4,EUR
BT146567,2011-03-22,2011-03-23,E107672,36287,Breitenbach,1,0,34.09,EUR
BT146570,2011-03-23,2011-03-24,E107681,36219,Cornberg,1,0,25.71,EUR
BT146573,2011-03-24,2011-03-26,E107821,36284,Hohenroda,2,0,59.43,EUR
BT146575,2011-03-26,2011-03-26,E108233,36287,Breitenbach,0,0,0.0,EUR
BT146583,2011-03-26,2011-03-30,E107837,56412,Ruppach-Goldhausen,4,656.32,32.86,EUR
BT146590,2011-03-27,2011-03-29,E107969,36272,Niederaula,2,0,66.58,EUR
BT146598,2011-03-27,2011-03-30,E107681,36272,Niederaula,3,0,86.22,EUR
BT146606,2011-03-28,2011-04-01,E108292,36277,Schenklengsfeld,4,0,127.85,EUR
BT146612,2011-03-28,2011-03-31,E107821,36282,Hauneck,3,0,105.81,EUR
BT146619,2011-03-29,2011-03-29,E108101,36289,Friedewald,0,0,0.0,EUR
BT146621,2011-03-31,2011-04-05,E108387,36219,Cornberg,5,0,176.25,EUR
BT146627,2011-03-31,2011-04-02,E107882,36284,Hohenroda,2,0,59.58,EUR
BT146633,2011-03-31,2011-04-02,E107837,36318,Schwalmtal,2,0,69.65,EUR
BT146641,2011-04-01,2011-04-06,E108387,36266,Heringen,5,0,167.26,EUR
BT146645,2011-04-01,2011-04-01,E107850,36304,Alsfeld,0,0,0.0,EUR
BT146647,2011-04-02,2011-04-06,E108232,36219,Cornberg,4,0,119.02,EUR
BT146648,2011-04-02,2011-04-03,E107938,36275,Kirchheim,1,0,25.4,EUR
BT146652,2011-04-02,2011-04-04,E107623,56459,Stockum-Püschen,2,394.18,29.62,EUR
BT146654,2011-04-03,2011-04-08,E107882,36284,Hohenroda,5,0,161.3,EUR
BT146660,2011-04-03,2011-04-05,E108042,36277,Schenklengsfeld,2,0,51.43,EUR
BT146662,2011-04-03,2011-04-08,E108245,36284,Hohenroda,5,0,173.45,EUR
BT146669,2011-04-04,2011-04-08,E107623,36284,Hohenroda,4,0,118.41,EUR
BT146672,2011-04-04,2011-04-09,E107652,36284,Hohenroda,5,0,125.26,EUR
BT146677,2011-04-04,2011-04-09,E108185,36289,Friedewald,5,0,165.96,EUR
