FinanceProcessId,BranchId,Date,ProcessType,Costs,Currency
FP108680,B100010,2011-12-01,Water bill,455.99,EUR
FP108681,B100010,2011-12-01,Heating costs,910.88,EUR
FP108682,B100011,2011-12-01,Electricity prepayment,1832.03,EUR
FP108683,B100011,2011-12-01,Water bill,480.32,EUR
FP108684,B100011,2011-12-01,Heating costs,987.92,EUR
FP108685,B100012,2011-12-01,Electricity prepayment,1935.41,EUR
FP108686,B100012,2011-12-01,Water bill,419.15,EUR
FP108687,B100012,2011-12-01,Heating costs,955.5,EUR
FP108688,B100013,2011-12-01,Electricity prepayment,1393.07,EUR
FP108689,B100013,2011-12-01,Water bill,625.59,EUR
FP108690,B100013,2011-12-01,Heating costs,1263.7,EUR
FP108691,B100014,2011-12-01,Electricity prepayment,1408.5,EUR
FP108692,B100014,2011-12-01,Water bill,413.45,EUR
FP108693,B100014,2011-12-01,Heating costs,1012.52,EUR
FP108694,B100015,2011-12-01,Electricity prepayment,1929.13,EUR
FP108695,B100015,2011-12-01,Water bill,604.17,EUR
FP108696,B100015,2011-12-01,Heating costs,1030.95,EUR
FP108697,B100003,2011-12-01,Electrician,465.93,EUR
FP108698,B100011,2011-12-01,Plumbing service,4839.3,EUR
FP108699,B100013,2011-12-04,Window replacement,540.39,EUR
FP108700,B100014,2011-12-05,Smoke detector control,462.05,EUR
FP108701,B100005,2011-12-06,Construction work,4321.35,EUR
FP108702,B100009,2011-12-06,Vehicle repair,1636.08,EUR
FP108703,B100010,2011-12-07,Plumbing service,3418.64,EUR
FP108704,B100007,2011-12-09,Smoke detector control,446.24,EUR
FP108705,B100003,2011-12-11,Electrician,324.34,EUR
FP108706,B100003,2011-12-21,Window replacement,956.64,EUR
FP108707,B100005,2011-12-21,Vehicle repair,1602.04,EUR
FP108708,B100003,2011-12-24,Minor repairs,109.34,EUR
FP108709,B100012,2011-12-28,Window replacement,697.71,EUR
FP108710,B100008,2011-12-30,Vehicle repair,2789.26,EUR
FP108711,B100001,2011-12-31,Electricity reimbursement,-1232.55,EUR
FP108712,B100002,2011-12-31,Electricity additional payment,1137.07,EUR
FP108713,B100003,2011-12-31,Electricity reimbursement,-1476.17,EUR
FP108714,B100004,2011-12-31,Electricity reimbursement,-1303.22,EUR
FP108715,B100005,2011-12-31,Electricity additional payment,1130.15,EUR
FP108716,B100006,2011-12-31,Electricity additional payment,1443.47,EUR
FP108717,B100007,2011-12-31,Electricity reimbursement,-1519.53,EUR
FP108718,B100008,2011-12-31,Electricity reimbursement,-1464.56,EUR
FP108719,B100009,2011-12-31,Electricity additional payment,1191.98,EUR
FP108720,B100010,2011-12-31,Electricity additional payment,1064.66,EUR
FP108721,B100011,2011-12-31,Electricity additional payment,1347.71,EUR
FP108722,B100012,2011-12-31,Electricity additional payment,1453.96,EUR
FP108723,B100013,2011-12-31,Electricity reimbursement,-1429.86,EUR
FP108724,B100014,2011-12-31,Electricity additional payment,1358.35,EUR
FP108725,B100015,2011-12-31,Electricity additional payment,1196.45,EUR
FP108726,B100001,2012-01-01,Office rent,121459.96,EUR
FP108727,B100001,2012-01-01,Electricity prepayment,1946.14,EUR
FP108728,B100001,2012-01-01,Water bill,581.42,EUR
FP108729,B100001,2012-01-01,Heating costs,571.56,EUR
FP108730,B100002,2012-01-01,Office rent,62970.18,EUR
FP108731,B100002,2012-01-01,Electricity prepayment,1298.89,EUR
FP108732,B100002,2012-01-01,Water bill,517.83,EUR
FP108733,B100002,2012-01-01,Heating costs,479.39,EUR
FP108734,B100003,2012-01-01,Office rent,117551.97,EUR
FP108735,B100003,2012-01-01,Electricity prepayment,1951.26,EUR
FP108736,B100003,2012-01-01,Water bill,625.29,EUR
FP108737,B100003,2012-01-01,Heating costs,423.33,EUR
FP108738,B100004,2012-01-01,Office rent,76088.0,EUR
FP108739,B100004,2012-01-01,Electricity prepayment,1936.39,EUR
FP108740,B100004,2012-01-01,Water bill,465.75,EUR
FP108741,B100004,2012-01-01,Heating costs,577.29,EUR
FP108742,B100005,2012-01-01,Office rent,68435.67,EUR
FP108743,B100005,2012-01-01,Electricity prepayment,1469.62,EUR
FP108744,B100005,2012-01-01,Water bill,614.89,EUR
FP108745,B100005,2012-01-01,Heating costs,625.18,EUR
FP108746,B100006,2012-01-01,Office rent,73995.59,EUR
FP108747,B100006,2012-01-01,Electricity prepayment,2083.71,EUR
FP108748,B100006,2012-01-01,Water bill,420.47,EUR
FP108749,B100006,2012-01-01,Heating costs,507.66,EUR
FP108750,B100007,2012-01-01,Office rent,81635.63,EUR
FP108751,B100007,2012-01-01,Electricity prepayment,1772.99,EUR
FP108752,B100007,2012-01-01,Water bill,505.26,EUR
FP108753,B100007,2012-01-01,Heating costs,448.93,EUR
FP108754,B100008,2012-01-01,Office rent,83657.54,EUR
FP108755,B100008,2012-01-01,Electricity prepayment,1935.63,EUR
FP108756,B100008,2012-01-01,Water bill,524.99,EUR
FP108757,B100008,2012-01-01,Heating costs,554.25,EUR
FP108758,B100009,2012-01-01,Office rent,87185.85,EUR
FP108759,B100009,2012-01-01,Electricity prepayment,1362.71,EUR
FP108760,B100009,2012-01-01,Water bill,565.3,EUR
FP108761,B100009,2012-01-01,Heating costs,565.47,EUR
FP108762,B100010,2012-01-01,Office rent,106304.71,EUR
FP108763,B100010,2012-01-01,Electricity prepayment,1374.03,EUR
FP108764,B100010,2012-01-01,Water bill,558.54,EUR
FP108765,B100010,2012-01-01,Heating costs,585.39,EUR
FP108766,B100011,2012-01-01,Office rent,104875.27,EUR
FP108767,B100011,2012-01-01,Electricity prepayment,1538.08,EUR
FP108768,B100011,2012-01-01,Water bill,620.4,EUR
FP108769,B100011,2012-01-01,Heating costs,545.46,EUR
FP108770,B100012,2012-01-01,Office rent,106992.26,EUR
FP108771,B100012,2012-01-01,Electricity prepayment,1661.58,EUR
FP108772,B100012,2012-01-01,Water bill,477.59,EUR
FP108773,B100012,2012-01-01,Heating costs,505.45,EUR
FP108774,B100013,2012-01-01,Office rent,112131.11,EUR
FP108775,B100013,2012-01-01,Electricity prepayment,1927.88,EUR
FP108776,B100013,2012-01-01,Water bill,500.36,EUR
FP108777,B100013,2012-01-01,Heating costs,389.68,EUR
FP108778,B100014,2012-01-01,Office rent,112254.0,EUR
FP108779,B100014,2012-01-01,Electricity prepayment,1606.34,EUR
FP108780,B100014,2012-01-01,Water bill,630.71,EUR
FP108781,B100014,2012-01-01,Heating costs,415.22,EUR
FP108782,B100015,2012-01-01,Office rent,110304.54,EUR
FP108783,B100015,2012-01-01,Electricity prepayment,1986.59,EUR
FP108784,B100015,2012-01-01,Water bill,423.59,EUR
FP108785,B100015,2012-01-01,Heating costs,451.27,EUR
FP108786,B100001,2012-01-01,Ventilation repair,1672.24,EUR
FP108787,B100015,2012-01-02,Ventilation repair,950.74,EUR
FP108788,B100002,2012-01-04,Minor repairs,114.1,EUR
FP108789,B100004,2012-01-07,Ventilation repair,1047.53,EUR
FP108790,B100007,2012-01-08,Ventilation repair,658.71,EUR
FP108791,B100015,2012-01-13,Technical support,321.6,EUR
FP108792,B100008,2012-01-15,Minor repairs,81.85,EUR
FP108793,B100003,2012-01-17,Minor repairs,36.47,EUR
FP108794,B100007,2012-01-20,Construction work,5340.52,EUR
FP108795,B100004,2012-01-22,Vehicle repair,1722.96,EUR
FP108796,B100009,2012-01-23,Vehicle repair,1635.59,EUR
FP108797,B100010,2012-01-24,Window replacement,817.5,EUR
FP108798,B100003,2012-01-26,Technical support,231.93,EUR
FP108799,B100012,2012-01-31,Heating engineer,554.43,EUR
FP108800,B100001,2012-02-01,Electricity prepayment,2071.21,EUR
FP108801,B100001,2012-02-01,Water bill,626.2,EUR
FP108802,B100001,2012-02-01,Heating costs,594.99,EUR
FP108803,B100002,2012-02-01,Electricity prepayment,1671.9,EUR
FP108804,B100002,2012-02-01,Water bill,518.3,EUR
FP108805,B100002,2012-02-01,Heating costs,430.15,EUR
FP108806,B100003,2012-02-01,Electricity prepayment,1496.62,EUR
FP108807,B100003,2012-02-01,Water bill,524.63,EUR
FP108808,B100003,2012-02-01,Heating costs,641.74,EUR
FP108809,B100004,2012-02-01,Electricity prepayment,1736.78,EUR
FP108810,B100004,2012-02-01,Water bill,575.69,EUR
FP108811,B100004,2012-02-01,Heating costs,588.47,EUR
FP108812,B100005,2012-02-01,Electricity prepayment,1797.13,EUR
FP108813,B100005,2012-02-01,Water bill,402.64,EUR
FP108814,B100005,2012-02-01,Heating costs,564.14,EUR
FP108815,B100006,2012-02-01,Electricity prepayment,1590.39,EUR
FP108816,B100006,2012-02-01,Water bill,509.51,EUR
FP108817,B100006,2012-02-01,Heating costs,637.43,EUR
FP108818,B100007,2012-02-01,Electricity prepayment,1536.61,EUR
FP108819,B100007,2012-02-01,Water bill,466.95,EUR
FP108820,B100007,2012-02-01,Heating costs,425.73,EUR
FP108821,B100008,2012-02-01,Electricity prepayment,1971.41,EUR
FP108822,B100008,2012-02-01,Water bill,431.65,EUR
FP108823,B100008,2012-02-01,Heating costs,454.74,EUR
FP108824,B100009,2012-02-01,Electricity prepayment,1499.83,EUR
FP108825,B100009,2012-02-01,Water bill,443.39,EUR
FP108826,B100009,2012-02-01,Heating costs,605.7,EUR
FP108827,B100010,2012-02-01,Electricity prepayment,1937.05,EUR
FP108828,B100010,2012-02-01,Water bill,482.26,EUR
FP108829,B100010,2012-02-01,Heating costs,418.99,EUR
FP108830,B100011,2012-02-01,Electricity prepayment,1884.7,EUR
FP108831,B100011,2012-02-01,Water bill,517.13,EUR
FP108832,B100011,2012-02-01,Heating costs,583.37,EUR
FP108833,B100012,2012-02-01,Electricity prepayment,1570.71,EUR
FP108834,B100012,2012-02-01,Water bill,591.24,EUR
FP108835,B100012,2012-02-01,Heating costs,492.07,EUR
FP108836,B100013,2012-02-01,Electricity prepayment,1972.56,EUR
FP108837,B100013,2012-02-01,Water bill,593.54,EUR
FP108838,B100013,2012-02-01,Heating costs,458.1,EUR
FP108839,B100014,2012-02-01,Electricity prepayment,1888.16,EUR
FP108840,B100014,2012-02-01,Water bill,640.94,EUR
FP108841,B100014,2012-02-01,Heating costs,591.76,EUR
FP108842,B100015,2012-02-01,Electricity prepayment,2024.46,EUR
FP108843,B100015,2012-02-01,Water bill,445.72,EUR
FP108844,B100015,2012-02-01,Heating costs,494.93,EUR
FP108845,B100004,2012-02-01,Plumbing service,5072.99,EUR
FP108846,B100007,2012-02-02,Heating engineer,531.31,EUR
FP108847,B100006,2012-02-04,Minor repairs,49.24,EUR
FP108848,B100010,2012-02-10,Electrician,489.73,EUR
FP108849,B100002,2012-02-11,Technical support,232.24,EUR
FP108850,B100011,2012-02-11,Heating engineer,490.08,EUR
FP108851,B100014,2012-02-13,Window replacement,802.23,EUR
FP108852,B100006,2012-02-15,Vehicle repair,2524.68,EUR
FP108853,B100008,2012-02-15,Plumbing service,2288.32,EUR
FP108854,B100009,2012-02-17,Window replacement,838.5,EUR
FP108855,B100008,2012-02-19,Window replacement,675.01,EUR
FP108856,B100013,2012-02-29,Smoke detector control,576.54,EUR
FP108857,B100001,2012-03-01,Electricity prepayment,1367.44,EUR
FP108858,B100001,2012-03-01,Water bill,440.03,EUR
FP108859,B100001,2012-03-01,Heating costs,431.01,EUR
FP108860,B100002,2012-03-01,Electricity prepayment,1686.68,EUR
FP108861,B100002,2012-03-01,Water bill,547.73,EUR
FP108862,B100002,2012-03-01,Heating costs,621.72,EUR
FP108863,B100003,2012-03-01,Electricity prepayment,1558.52,EUR
FP108864,B100003,2012-03-01,Water bill,465.9,EUR
FP108865,B100003,2012-03-01,Heating costs,635.83,EUR
FP108866,B100004,2012-03-01,Electricity prepayment,1801.47,EUR
FP108867,B100004,2012-03-01,Water bill,477.56,EUR
FP108868,B100004,2012-03-01,Heating costs,443.77,EUR
FP108869,B100005,2012-03-01,Electricity prepayment,1745.69,EUR
FP108870,B100005,2012-03-01,Water bill,463.25,EUR
FP108871,B100005,2012-03-01,Heating costs,509.93,EUR
FP108872,B100006,2012-03-01,Electricity prepayment,1325.13,EUR
FP108873,B100006,2012-03-01,Water bill,447.35,EUR
FP108874,B100006,2012-03-01,Heating costs,453.92,EUR
FP108875,B100007,2012-03-01,Electricity prepayment,1319.63,EUR
FP108876,B100007,2012-03-01,Water bill,547.86,EUR
FP108877,B100007,2012-03-01,Heating costs,645.58,EUR
FP108878,B100008,2012-03-01,Electricity prepayment,2031.53,EUR
FP108879,B100008,2012-03-01,Water bill,619.75,EUR
FP108880,B100008,2012-03-01,Heating costs,508.28,EUR
FP108881,B100009,2012-03-01,Electricity prepayment,1588.52,EUR
FP108882,B100009,2012-03-01,Water bill,425.35,EUR
FP108883,B100009,2012-03-01,Heating costs,564.52,EUR
FP108884,B100010,2012-03-01,Electricity prepayment,1951.5,EUR
FP108885,B100010,2012-03-01,Water bill,616.67,EUR
FP108886,B100010,2012-03-01,Heating costs,608.2,EUR
FP108887,B100011,2012-03-01,Electricity prepayment,1560.73,EUR
FP108888,B100011,2012-03-01,Water bill,430.3,EUR
FP108889,B100011,2012-03-01,Heating costs,607.36,EUR
FP108890,B100012,2012-03-01,Electricity prepayment,1681.19,EUR
FP108891,B100012,2012-03-01,Water bill,407.79,EUR
FP108892,B100012,2012-03-01,Heating costs,520.97,EUR
FP108893,B100013,2012-03-01,Electricity prepayment,2079.86,EUR
FP108894,B100013,2012-03-01,Water bill,409.56,EUR
FP108895,B100013,2012-03-01,Heating costs,519.49,EUR
FP108896,B100014,2012-03-01,Electricity prepayment,1659.69,EUR
FP108897,B100014,2012-03-01,Water bill,471.66,EUR
FP108898,B100014,2012-03-01,Heating costs,630.9,EUR
FP108899,B100015,2012-03-01,Electricity prepayment,1749.57,EUR
FP108900,B100015,2012-03-01,Water bill,476.92,EUR
FP108901,B100015,2012-03-01,Heating costs,616.08,EUR
FP108902,B100015,2012-03-03,Technical support,247.99,EUR
FP108903,B100010,2012-03-05,Window replacement,1047.6,EUR
FP108904,B100013,2012-03-10,Electrician,501.64,EUR
FP108905,B100001,2012-03-14,Minor repairs,67.7,EUR
FP108906,B100003,2012-03-15,Construction work,5067.56,EUR
FP108907,B100008,2012-03-21,Minor repairs,80.2,EUR
FP108908,B100012,2012-03-21,Minor repairs,8.31,EUR
FP108909,B100014,2012-03-30,Smoke detector control,516.0,EUR
FP108910,B100001,2012-04-01,Electricity prepayment,2074.75,EUR
FP108911,B100001,2012-04-01,Water bill,577.11,EUR
FP108912,B100001,2012-04-01,Heating costs,125.09,EUR
FP108913,B100002,2012-04-01,Electricity prepayment,1749.33,EUR
FP108914,B100002,2012-04-01,Water bill,573.63,EUR
FP108915,B100002,2012-04-01,Heating costs,121.27,EUR
FP108916,B100003,2012-04-01,Electricity prepayment,1491.64,EUR
FP108917,B100003,2012-04-01,Water bill,549.35,EUR
FP108918,B100003,2012-04-01,Heating costs,120.73,EUR
FP108919,B100004,2012-04-01,Electricity prepayment,1741.34,EUR
FP108920,B100004,2012-04-01,Water bill,393.19,EUR
FP108921,B100004,2012-04-01,Heating costs,110.75,EUR
FP108922,B100005,2012-04-01,Electricity prepayment,2029.48,EUR
FP108923,B100005,2012-04-01,Water bill,399.9,EUR
FP108924,B100005,2012-04-01,Heating costs,128.17,EUR
FP108925,B100006,2012-04-01,Electricity prepayment,1645.17,EUR
FP108926,B100006,2012-04-01,Water bill,436.3,EUR
FP108927,B100006,2012-04-01,Heating costs,129.61,EUR
FP108928,B100007,2012-04-01,Electricity prepayment,1882.85,EUR
FP108929,B100007,2012-04-01,Water bill,603.37,EUR
FP108930,B100007,2012-04-01,Heating costs,137.88,EUR
FP108931,B100008,2012-04-01,Electricity prepayment,1732.11,EUR
FP108932,B100008,2012-04-01,Water bill,499.44,EUR
FP108933,B100008,2012-04-01,Heating costs,140.67,EUR
FP108934,B100009,2012-04-01,Electricity prepayment,1318.65,EUR
FP108935,B100009,2012-04-01,Water bill,644.06,EUR
FP108936,B100009,2012-04-01,Heating costs,137.91,EUR
FP108937,B100010,2012-04-01,Electricity prepayment,1369.76,EUR
FP108938,B100010,2012-04-01,Water bill,439.07,EUR
FP108939,B100010,2012-04-01,Heating costs,156.12,EUR
FP108940,B100011,2012-04-01,Electricity prepayment,1874.42,EUR
FP108941,B100011,2012-04-01,Water bill,489.24,EUR
FP108942,B100011,2012-04-01,Heating costs,103.06,EUR
FP108943,B100012,2012-04-01,Electricity prepayment,1743.79,EUR
FP108944,B100012,2012-04-01,Water bill,456.16,EUR
FP108945,B100012,2012-04-01,Heating costs,132.01,EUR
FP108946,B100013,2012-04-01,Electricity prepayment,1655.37,EUR
FP108947,B100013,2012-04-01,Water bill,639.0,EUR
FP108948,B100013,2012-04-01,Heating costs,119.42,EUR
FP108949,B100014,2012-04-01,Electricity prepayment,1399.39,EUR
FP108950,B100014,2012-04-01,Water bill,624.6,EUR
FP108951,B100014,2012-04-01,Heating costs,154.78,EUR
FP108952,B100015,2012-04-01,Electricity prepayment,1575.7,EUR
FP108953,B100015,2012-04-01,Water bill,644.24,EUR
FP108954,B100015,2012-04-01,Heating costs,147.31,EUR
FP108955,B100010,2012-04-02,Plumbing service,753.95,EUR
FP108956,B100005,2012-04-03,Smoke detector control,498.59,EUR
FP108957,B100008,2012-04-03,Vehicle repair,2025.55,EUR
FP108958,B100010,2012-04-03,Window replacement,874.99,EUR
FP108959,B100015,2012-04-09,Smoke detector control,513.1,EUR
FP108960,B100010,2012-04-10,Heating engineer,511.34,EUR
FP108961,B100012,2012-04-11,Heating engineer,540.77,EUR
FP108962,B100004,2012-04-17,Window replacement,603.41,EUR
FP108963,B100010,2012-04-18,Smoke detector control,522.24,EUR
FP108964,B100012,2012-04-18,Ventilation repair,1430.58,EUR
FP108965,B100010,2012-04-19,Plumbing service,2717.15,EUR
FP108966,B100009,2012-04-23,Minor repairs,6.46,EUR
FP108967,B100012,2012-04-24,Ventilation repair,1276.54,EUR
FP108968,B100003,2012-04-28,Heating engineer,496.4,EUR
FP108969,B100009,2012-04-29,Construction work,4603.23,EUR
FP108970,B100012,2012-04-29,Technical support,219.75,EUR
FP108971,B100010,2012-04-30,Technical support,313.59,EUR
FP108972,B100001,2012-05-01,Electricity prepayment,1743.17,EUR
FP108973,B100001,2012-05-01,Water bill,509.24,EUR
FP108974,B100001,2012-05-01,Heating costs,157.92,EUR
FP108975,B100002,2012-05-01,Electricity prepayment,1398.59,EUR
FP108976,B100002,2012-05-01,Water bill,589.12,EUR
FP108977,B100002,2012-05-01,Heating costs,124.91,EUR
FP108978,B100003,2012-05-01,Electricity prepayment,1515.12,EUR
FP108979,B100003,2012-05-01,Water bill,468.51,EUR
FP108980,B100003,2012-05-01,Heating costs,156.31,EUR
FP108981,B100004,2012-05-01,Electricity prepayment,1730.84,EUR
FP108982,B100004,2012-05-01,Water bill,549.16,EUR
FP108983,B100004,2012-05-01,Heating costs,154.66,EUR
FP108984,B100005,2012-05-01,Electricity prepayment,2015.25,EUR
FP108985,B100005,2012-05-01,Water bill,390.69,EUR
FP108986,B100005,2012-05-01,Heating costs,122.63,EUR
FP108987,B100006,2012-05-01,Electricity prepayment,1355.76,EUR
FP108988,B100006,2012-05-01,Water bill,459.95,EUR
FP108989,B100006,2012-05-01,Heating costs,149.6,EUR
FP108990,B100007,2012-05-01,Electricity prepayment,1606.99,EUR
FP108991,B100007,2012-05-01,Water bill,625.96,EUR
FP108992,B100007,2012-05-01,Heating costs,147.03,EUR
FP108993,B100008,2012-05-01,Electricity prepayment,1850.85,EUR
FP108994,B100008,2012-05-01,Water bill,418.59,EUR
FP108995,B100008,2012-05-01,Heating costs,132.21,EUR
FP108996,B100009,2012-05-01,Electricity prepayment,2037.97,EUR
FP108997,B100009,2012-05-01,Water bill,464.85,EUR
FP108998,B100009,2012-05-01,Heating costs,147.57,EUR
FP108999,B100010,2012-05-01,Electricity prepayment,1514.76,EUR
FP109000,B100010,2012-05-01,Water bill,423.91,EUR
FP109001,B100010,2012-05-01,Heating costs,142.55,EUR
FP109002,B100011,2012-05-01,Electricity prepayment,2082.93,EUR
FP109003,B100011,2012-05-01,Water bill,453.79,EUR
FP109004,B100011,2012-05-01,Heating costs,113.6,EUR
FP109005,B100012,2012-05-01,Electricity prepayment,1925.66,EUR
FP109006,B100012,2012-05-01,Water bill,406.76,EUR
FP109007,B100012,2012-05-01,Heating costs,142.89,EUR
FP109008,B100013,2012-05-01,Electricity prepayment,1783.53,EUR
FP109009,B100013,2012-05-01,Water bill,636.71,EUR
FP109010,B100013,2012-05-01,Heating costs,158.63,EUR
FP109011,B100014,2012-05-01,Electricity prepayment,1892.8,EUR
FP109012,B100014,2012-05-01,Water bill,589.87,EUR
FP109013,B100014,2012-05-01,Heating costs,115.23,EUR
FP109014,B100015,2012-05-01,Electricity prepayment,1792.53,EUR
FP109015,B100015,2012-05-01,Water bill,406.69,EUR
FP109016,B100015,2012-05-01,Heating costs,148.41,EUR
FP109017,B100003,2012-05-03,Window replacement,1010.11,EUR
FP109018,B100005,2012-05-04,Window replacement,754.39,EUR
FP109019,B100005,2012-05-05,Plumbing service,2130.51,EUR
FP109020,B100012,2012-05-11,Construction work,4121.48,EUR
FP109021,B100004,2012-05-15,Smoke detector control,493.09,EUR
FP109022,B100005,2012-05-16,Plumbing service,3752.64,EUR
FP109023,B100013,2012-05-19,Vehicle repair,2309.77,EUR
FP109024,B100004,2012-05-21,Ventilation repair,1754.9,EUR
FP109025,B100008,2012-05-22,Ventilation repair,1649.63,EUR
FP109026,B100006,2012-05-25,Window replacement,949.61,EUR
FP109027,B100008,2012-05-25,Plumbing service,1359.36,EUR
FP109028,B100011,2012-05-25,Construction work,4297.8,EUR
FP109029,B100011,2012-05-27,Plumbing service,4919.79,EUR
FP109030,B100012,2012-05-27,Heating engineer,552.22,EUR
FP109031,B100001,2012-06-01,Electricity prepayment,2005.47,EUR
FP109032,B100001,2012-06-01,Water bill,525.64,EUR
FP109033,B100001,2012-06-01,Heating costs,147.83,EUR
FP109034,B100002,2012-06-01,Electricity prepayment,1765.88,EUR
FP109035,B100002,2012-06-01,Water bill,399.64,EUR
FP109036,B100002,2012-06-01,Heating costs,127.54,EUR
FP109037,B100003,2012-06-01,Electricity prepayment,1513.89,EUR
FP109038,B100003,2012-06-01,Water bill,466.18,EUR
FP109039,B100003,2012-06-01,Heating costs,137.09,EUR
FP109040,B100004,2012-06-01,Electricity prepayment,1711.36,EUR
FP109041,B100004,2012-06-01,Water bill,487.18,EUR
FP109042,B100004,2012-06-01,Heating costs,126.01,EUR
FP109043,B100005,2012-06-01,Electricity prepayment,1466.45,EUR
FP109044,B100005,2012-06-01,Water bill,441.83,EUR
FP109045,B100005,2012-06-01,Heating costs,110.31,EUR
FP109046,B100006,2012-06-01,Electricity prepayment,1952.81,EUR
FP109047,B100006,2012-06-01,Water bill,563.85,EUR
FP109048,B100006,2012-06-01,Heating costs,156.69,EUR
FP109049,B100007,2012-06-01,Electricity prepayment,1712.74,EUR
FP109050,B100007,2012-06-01,Water bill,460.04,EUR
FP109051,B100007,2012-06-01,Heating costs,122.29,EUR
FP109052,B100008,2012-06-01,Electricity prepayment,1509.57,EUR
FP109053,B100008,2012-06-01,Water bill,555.06,EUR
FP109054,B100008,2012-06-01,Heating costs,118.33,EUR
FP109055,B100009,2012-06-01,Electricity prepayment,2027.63,EUR
FP109056,B100009,2012-06-01,Water bill,436.43,EUR
FP109057,B100009,2012-06-01,Heating costs,140.61,EUR
FP109058,B100010,2012-06-01,Electricity prepayment,1419.94,EUR
FP109059,B100010,2012-06-01,Water bill,505.72,EUR
FP109060,B100010,2012-06-01,Heating costs,125.13,EUR
FP109061,B100011,2012-06-01,Electricity prepayment,1374.84,EUR
FP109062,B100011,2012-06-01,Water bill,458.67,EUR
FP109063,B100011,2012-06-01,Heating costs,146.56,EUR
FP109064,B100012,2012-06-01,Electricity prepayment,1417.0,EUR
FP109065,B100012,2012-06-01,Water bill,542.52,EUR
FP109066,B100012,2012-06-01,Heating costs,141.49,EUR
FP109067,B100013,2012-06-01,Electricity prepayment,1759.11,EUR
FP109068,B100013,2012-06-01,Water bill,555.68,EUR
FP109069,B100013,2012-06-01,Heating costs,125.06,EUR
FP109070,B100014,2012-06-01,Electricity prepayment,1845.87,EUR
FP109071,B100014,2012-06-01,Water bill,414.34,EUR
FP109072,B100014,2012-06-01,Heating costs,148.38,EUR
FP109073,B100015,2012-06-01,Electricity prepayment,1792.66,EUR
FP109074,B100015,2012-06-01,Water bill,639.01,EUR
FP109075,B100015,2012-06-01,Heating costs,130.02,EUR
FP109076,B100004,2012-06-03,Electrician,503.75,EUR
FP109077,B100005,2012-06-05,Window replacement,573.24,EUR
FP109078,B100006,2012-06-05,Electrician,321.82,EUR
FP109079,B100009,2012-06-05,Window replacement,550.99,EUR
FP109080,B100003,2012-06-08,Heating engineer,530.61,EUR
FP109081,B100014,2012-06-10,Technical support,247.25,EUR
FP109082,B100012,2012-06-12,Ventilation repair,944.28,EUR
FP109083,B100010,2012-06-14,Electrician,397.8,EUR
FP109084,B100008,2012-06-19,Electrician,274.5,EUR
FP109085,B100004,2012-06-23,Plumbing service,1790.14,EUR
FP109086,B100009,2012-06-23,Vehicle repair,2369.71,EUR
FP109087,B100013,2012-06-23,Ventilation repair,953.72,EUR
FP109088,B100001,2012-06-25,Minor repairs,94.25,EUR
FP109089,B100005,2012-06-27,Heating engineer,544.23,EUR
FP109090,B100007,2012-06-28,Smoke detector control,570.01,EUR
FP109091,B100006,2012-06-29,Technical support,290.18,EUR
FP109092,B100001,2012-07-01,Electricity prepayment,1764.35,EUR
FP109093,B100001,2012-07-01,Water bill,640.39,EUR
FP109094,B100001,2012-07-01,Heating costs,147.1,EUR
FP109095,B100002,2012-07-01,Electricity prepayment,1917.95,EUR
FP109096,B100002,2012-07-01,Water bill,418.48,EUR
FP109097,B100002,2012-07-01,Heating costs,118.0,EUR
FP109098,B100003,2012-07-01,Electricity prepayment,1656.43,EUR
FP109099,B100003,2012-07-01,Water bill,399.47,EUR
FP109100,B100003,2012-07-01,Heating costs,160.31,EUR
FP109101,B100004,2012-07-01,Electricity prepayment,1752.42,EUR
FP109102,B100004,2012-07-01,Water bill,554.03,EUR
FP109103,B100004,2012-07-01,Heating costs,100.77,EUR
FP109104,B100005,2012-07-01,Electricity prepayment,1951.58,EUR
FP109105,B100005,2012-07-01,Water bill,495.49,EUR
FP109106,B100005,2012-07-01,Heating costs,154.01,EUR
FP109107,B100006,2012-07-01,Electricity prepayment,1437.24,EUR
FP109108,B100006,2012-07-01,Water bill,483.11,EUR
FP109109,B100006,2012-07-01,Heating costs,146.77,EUR
FP109110,B100007,2012-07-01,Electricity prepayment,1627.27,EUR
FP109111,B100007,2012-07-01,Water bill,444.97,EUR
FP109112,B100007,2012-07-01,Heating costs,116.64,EUR
FP109113,B100008,2012-07-01,Electricity prepayment,1665.1,EUR
FP109114,B100008,2012-07-01,Water bill,496.52,EUR
FP109115,B100008,2012-07-01,Heating costs,122.24,EUR
FP109116,B100009,2012-07-01,Electricity prepayment,1873.99,EUR
FP109117,B100009,2012-07-01,Water bill,418.85,EUR
FP109118,B100009,2012-07-01,Heating costs,106.24,EUR
FP109119,B100010,2012-07-01,Electricity prepayment,1463.47,EUR
FP109120,B100010,2012-07-01,Water bill,566.08,EUR
FP109121,B100010,2012-07-01,Heating costs,139.55,EUR
FP109122,B100011,2012-07-01,Electricity prepayment,1837.08,EUR
FP109123,B100011,2012-07-01,Water bill,644.65,EUR
FP109124,B100011,2012-07-01,Heating costs,102.71,EUR
FP109125,B100012,2012-07-01,Electricity prepayment,1441.09,EUR
FP109126,B100012,2012-07-01,Water bill,627.63,EUR
FP109127,B100012,2012-07-01,Heating costs,145.49,EUR
FP109128,B100013,2012-07-01,Electricity prepayment,1521.7,EUR
